title;doi;received month;received year;accepted month;accepted year;published month;published year;issued month;issued year;received - accepted;accepted - published;published - issued
Strigolactone inhibition of shoot branching;https://doi.org/10.1038/nature07271;June;2008;July;2008;August;2008;September;2008;31;23;32
Inhibition of shoot branching by new terpenoid plant hormones;https://doi.org/10.1038/nature07272;June;2008;July;2008;August;2008;September;2008;37;20;32
Secreted transcription factor controls Mycobacterium tuberculosis virulence;https://doi.org/10.1038/nature07219;May;2008;June;2008;;;August;2008;45;;
Widespread changes in protein synthesis induced by microRNAs;https://doi.org/10.1038/nature07228;April;2008;July;2008;July;2008;September;2008;86;27;36
The impact of microRNAs on protein output;https://doi.org/10.1038/nature07242;April;2008;July;2008;July;2008;September;2008;84;20;36
UCP2 mediates ghrelin’s action on NPY/AgRP neurons by lowering free radicals;https://doi.org/10.1038/nature07181;April;2008;June;2008;July;2008;August;2008;77;42;15
A mechanism for asymmetric segregation of age during yeast budding;https://doi.org/10.1038/nature07212;March;2008;June;2008;July;2008;August;2008;104;32;11
Positive feedback of G1 cyclins ensures coherent cell cycle entry;https://doi.org/10.1038/nature07118;January;2008;May;2008;;;July;2008;135;;
On the nature of partial agonism in the nicotinic receptor superfamily;https://doi.org/10.1038/nature07139;April;2008;June;2008;July;2008;August;2008;42;41;22
Structure of the Ebola virus glycoprotein bound to an antibody from a human survivor;https://doi.org/10.1038/nature07082;February;2008;May;2008;;;July;2008;83;;
Switching on and off fear by distinct neuronal circuits;https://doi.org/10.1038/nature07166;March;2008;June;2008;July;2008;July;2008;84;28;22
High-resolution mapping of meiotic crossovers and non-crossovers in yeast;https://doi.org/10.1038/nature07135;March;2008;May;2008;July;2008;July;2008;81;40;15
The cohesin ring concatenates sister DNA molecules;https://doi.org/10.1038/nature07098;December;2007;May;2008;July;2008;July;2008;162;48;15
Structural basis for translation termination on the 70S ribosome;https://doi.org/10.1038/nature07115;April;2008;May;2008;July;2008;August;2008;39;40;43
Scaling of the BMP activation gradient in Xenopus embryos;https://doi.org/10.1038/nature07059;January;2008;May;2008;;;June;2008;102;;
Ventastega curonica and the origin of tetrapod morphology;https://doi.org/10.1038/nature06991;November;2007;April;2008;;;June;2008;139;;
Structure of a β1-adrenergic G-protein-coupled receptor;https://doi.org/10.1038/nature07101;March;2008;May;2008;June;2008;July;2008;54;37;29
The amphioxus genome and the evolution of the chordate karyotype;https://doi.org/10.1038/nature06967;March;2008;April;2008;;;June;2008;27;;
Micro-engineered local field control for high-sensitivity multispectral MRI;https://doi.org/10.1038/nature07048;December;2007;April;2008;;;June;2008;117;;
A new class of homoserine lactone quorum-sensing signals;https://doi.org/10.1038/nature07088;April;2008;May;2008;June;2008;July;2008;26;35;43
Crystal structure of the ligand-free G-protein-coupled receptor opsin;https://doi.org/10.1038/nature07063;March;2008;May;2008;June;2008;July;2008;60;40;22
SMAD proteins control DROSHA-mediated microRNA maturation;https://doi.org/10.1038/nature07086;March;2008;May;2008;June;2008;July;2008;59;33;22
The determination of the structure of Saturn’s F ring by nearby moonlets;https://doi.org/10.1038/nature06999;February;2008;April;2008;;;June;2008;53;;
A microbial symbiosis factor prevents intestinal inflammatory disease;https://doi.org/10.1038/nature07008;February;2008;April;2008;;;May;2008;71;;
Sex ratio adjustment and kin discrimination in malaria parasites;https://doi.org/10.1038/nature06954;February;2008;March;2008;;;May;2008;28;;
Dissecting direct reprogramming through integrative genomic analysis;https://doi.org/10.1038/nature07056;March;2008;May;2008;May;2008;July;2008;49;20;36
Proteasome subunit Rpn13 is a novel ubiquitin receptor;https://doi.org/10.1038/nature06926;October;2007;March;2008;;;May;2008;140;;
Mechanism of homologous recombination from the RecA–ssDNA/dsDNA structures;https://doi.org/10.1038/nature06971;December;2007;April;2008;;;May;2008;116;;
Mechanism of shape determination in motile cells;https://doi.org/10.1038/nature06952;December;2007;March;2008;;;May;2008;108;;
An extremely luminous X-ray outburst at the birth of a supernova;https://doi.org/10.1038/nature06997;February;2008;April;2008;;;May;2008;53;;
Structural basis for the regulated protease and chaperone function of DegP;https://doi.org/10.1038/nature07004;December;2007;April;2008;May;2008;June;2008;119;36;22
A phosphatase cascade by which rewarding stimuli control nucleosomal response;https://doi.org/10.1038/nature06994;January;2008;April;2008;May;2008;June;2008;75;47;22
Crystal structure of squid rhodopsin;https://doi.org/10.1038/nature06925;January;2008;March;2008;;;May;2008;70;;
Attributing physical and biological impacts to anthropogenic climate change;https://doi.org/10.1038/nature06937;January;2008;March;2008;;;May;2008;51;;
A two-tiered mechanism for stabilization and immobilization of E-cadherin;https://doi.org/10.1038/nature06953;November;2007;March;2008;May;2008;June;2008;124;44;22
PML targeting eradicates quiescent leukaemia-initiating cells;https://doi.org/10.1038/nature07016;December;2007;April;2008;May;2008;June;2008;130;19;39
Genome analysis of the platypus reveals unique signatures of evolution;https://doi.org/10.1038/nature06936;September;2007;March;2008;;;May;2008;193;;
Dynamic binding orientations direct activity of HIV reverse transcriptase;https://doi.org/10.1038/nature06941;November;2007;March;2008;;;May;2008;129;;
The branching programme of mouse lung development;https://doi.org/10.1038/nature07005;December;2007;April;2008;May;2008;June;2008;111;22;29
Rapid leukocyte migration by integrin-independent flowing and squeezing;https://doi.org/10.1038/nature06887;November;2007;March;2008;;;May;2008;105;;
Mapping and sequencing of structural variation from eight human genomes;https://doi.org/10.1038/nature06862;November;2007;February;2008;;;May;2008;100;;
Crystal structures of DNA/RNA repair enzymes AlkB and ABH2 bound to dsDNA;https://doi.org/10.1038/nature06889;December;2007;March;2008;;;April;2008;79;;
Evolvability and hierarchy in rewired bacterial gene networks;https://doi.org/10.1038/nature06847;December;2007;February;2008;;;April;2008;69;;
Why fishing magnifies fluctuations in fish abundance;https://doi.org/10.1038/nature06851;November;2007;February;2008;;;April;2008;102;;
Observation of a quarter of an electron charge at the ν = 5/2 quantum Hall state;https://doi.org/10.1038/nature06855;November;2007;February;2008;;;April;2008;97;;
The genomic and epidemiological dynamics of human influenza A virus;https://doi.org/10.1038/nature06945;July;2007;March;2008;April;2008;May;2008;260;28;43
Nucleosome organization in the Drosophila genome;https://doi.org/10.1038/nature06929;February;2008;March;2008;April;2008;May;2008;48;18;32
Clathrin is a key regulator of basolateral polarity;https://doi.org/10.1038/nature06828;November;2007;February;2008;;;April;2008;78;;
A nuclear receptor-like pathway regulating multidrug resistance in fungi;https://doi.org/10.1038/nature06836;October;2007;February;2008;;;April;2008;109;;
Compartmentalized dendritic plasticity and input feature storage in neurons;https://doi.org/10.1038/nature06725;October;2007;January;2008;;;March;2008;93;;
Sequence- and target-independent angiogenesis suppression by siRNA via TLR3;https://doi.org/10.1038/nature06765;October;2007;January;2008;March;2008;April;2008;112;55;8
Control of Treg and TH17 cell differentiation by the aryl hydrocarbon receptor;https://doi.org/10.1038/nature06880;October;2007;February;2008;March;2008;May;2008;115;48;39
The genome of the model beetle and pest Tribolium castaneum;https://doi.org/10.1038/nature06784;July;2007;February;2008;March;2008;April;2008;205;46;32
Ancient, highly heterogeneous mantle beneath Gakkel ridge, Arctic Ocean;https://doi.org/10.1038/nature06688;August;2007;January;2008;;;March;2008;133;;
Thyrotrophin in the pars tuberalis triggers photoperiodic response;https://doi.org/10.1038/nature06738;July;2007;January;2008;;;March;2008;187;;
Kemp elimination catalysts by computational enzyme design;https://doi.org/10.1038/nature06879;October;2007;March;2008;March;2008;May;2008;130;16;50
Variations in DNA elucidate molecular networks that cause disease;https://doi.org/10.1038/nature06757;October;2007;January;2008;March;2008;March;2008;115;48;11
Lateral presynaptic inhibition mediates gain control in an olfactory circuit;https://doi.org/10.1038/nature06864;September;2007;February;2008;March;2008;April;2008;156;20;39
Genetics of gene expression and its effect on disease;https://doi.org/10.1038/nature06758;July;2007;January;2008;March;2008;March;2008;189;48;11
A new class of anthelmintics effective against drug-resistant nematodes;https://doi.org/10.1038/nature06722;June;2007;January;2008;;;March;2008;221;;
Pyruvate kinase M2 is a phosphotyrosine-binding protein;https://doi.org/10.1038/nature06667;November;2007;January;2008;;;March;2008;56;;
SATB1 reprogrammes gene expression to promote breast tumour growth and metastasis;https://doi.org/10.1038/nature06781;September;2007;January;2008;;;March;2008;133;;
Opposing effects of polyglutamine expansion on native protein complexes contribute to SCA1;https://doi.org/10.1038/nature06731;November;2007;January;2008;March;2008;April;2008;72;51;29
Following translation by single ribosomes one codon at a time;https://doi.org/10.1038/nature06716;September;2007;January;2008;March;2008;April;2008;134;53;25
The MC-Fold and MC-Sym pipeline infers RNA structure from sequence data;https://doi.org/10.1038/nature06684;January;2007;January;2008;;;March;2008;369;;
Structure and metal exchange in the cadmium carbonic anhydrase of marine diatoms;https://doi.org/10.1038/nature06636;July;2007;January;2008;;;March;2008;191;;
Cyclical DNA methylation of a transcriptionally active promoter;https://doi.org/10.1038/nature06544;September;2007;December;2007;;;March;2008;82;;
Isolation of an active step I spliceosome and composition of its RNP core;https://doi.org/10.1038/nature06842;December;2007;February;2008;March;2008;April;2008;70;15;43
Phosphoinositide signalling links O-GlcNAc transferase to insulin resistance;https://doi.org/10.1038/nature06668;October;2007;January;2008;;;February;2008;93;;
A photosynthetic alveolate closely related to apicomplexan parasites;https://doi.org/10.1038/nature06635;September;2007;January;2008;;;February;2008;116;;
Proteomic analysis of active multiple sclerosis lesions reveals therapeutic targets;https://doi.org/10.1038/nature06559;October;2007;December;2007;February;2008;February;2008;56;59;11
The genome of the choanoflagellate Monosiga brevicollis and the origin of metazoans;https://doi.org/10.1038/nature06617;August;2007;December;2007;;;February;2008;118;;
Dual control of nuclear EIN3 by bifurcate MAPK cascades in C2H4 signalling;https://doi.org/10.1038/nature06543;October;2007;December;2007;;;February;2008;46;;
Translational control of the innate immune response through IRF-7;https://doi.org/10.1038/nature06730;November;2007;January;2008;February;2008;March;2008;58;19;36
The dynamics of measles in sub-Saharan Africa;https://doi.org/10.1038/nature06509;October;2007;December;2007;;;February;2008;48;;
Haematopoietic stem cell release is regulated by circadian oscillations;https://doi.org/10.1038/nature06685;November;2007;January;2008;February;2008;March;2008;51;21;50
Cohesin mediates transcriptional insulation by CCCTC-binding factor;https://doi.org/10.1038/nature06634;November;2007;January;2008;January;2008;February;2008;38;23;15
Precise auditory–vocal mirroring in neurons for learned vocal communication;https://doi.org/10.1038/nature06492;October;2007;November;2007;;;January;2008;40;;
Tetherin inhibits retrovirus release and is antagonized by HIV-1 Vpu;https://doi.org/10.1038/nature06553;November;2007;December;2007;January;2008;January;2008;33;30;8
Endogenous human microRNAs that suppress breast cancer metastasis;https://doi.org/10.1038/nature06487;September;2007;November;2007;;;January;2008;81;;
Predicting expression patterns from regulatory sequence in Drosophila segmentation;https://doi.org/10.1038/nature06496;August;2007;November;2007;January;2008;January;2008;110;43;29
